rep_number,initial_mse_avg_true,initial_bias_avg_true,initial_bias_squared_avg_true,initial_variance_avg_true,targeted_mse_avg_true,targeted_bias_avg_true,targeted_bias_squared_avg_true,targeted_variance_avg_true,km_mse_avg_true,km_bias_avg_true,km_bias_squared_avg_true,km_variance_avg_true,initial_covers_avg_true,targeted_covers_avg_true,km_covers_avg_true
102,0.0010126566502105792,0.026341564620424144,0.000693878026651981,0.00031877862355859823,0.0005655743231347088,0.01891657457957587,0.00035783679382465596,0.0002077375293100528,0.0012959216847032258,0.01962760622042413,0.00038524292594403195,0.0009106787587591938,0.64,1.0,0.74
103,0.0008192326076752997,0.018942707179575864,0.000358826155291155,0.00046040645238414464,0.0008458072619329366,0.004209217020424135,1.7717507925028232e-05,0.0008280897540079084,0.0006733208737727213,0.02063873777957587,0.00042595749713409233,0.000247363376638629,0.94,0.82,0.9
104,0.004922046259652372,0.06688779777957586,0.004473977491801433,0.00044806876785093847,0.004426541668761462,0.06140108917957587,0.0037700937524382284,0.0006564479163232335,0.004568220857005279,0.06254722077957588,0.003912154827249008,0.0006560660297562707,0.74,1.0,0.24
105,0.0007843419353781455,0.02153570877957587,0.0004637867526387012,0.00032055518273944433,0.002013468252029296,0.02454654682042413,0.0006025329608072739,0.001410935291222022,0.00041407581794251273,0.001912239020424139,3.6566580712326708e-06,0.0004104191598712801,1.0,0.9,0.98
106,0.002890134577763078,0.020676452820424133,0.00042751570123522505,0.002462618876527853,0.0019123689116750308,0.0005001083795758715,2.501083913220039e-07,0.0019121188032837088,0.0008902307077226373,0.011464051379575872,0.00013142447403355546,0.0007588062336890819,0.94,0.96,0.72
107,0.000316492921921721,0.007342417620424138,5.391109651271486e-05,0.00026258182540900613,0.0003673748799672193,0.007009225379575863,4.91292404216904e-05,0.0003182456395455289,0.00019034891775510283,0.0019489685795758688,3.7984785241739795e-06,0.00018655043923092884,0.74,0.88,1.0
108,0.0005505933534105694,0.0006300776204241365,3.9699780775934223e-07,0.0005501963556028101,0.0004991192124783711,0.007430884379575869,5.521804266262464e-05,0.00044390116981574644,0.0011732787954365656,0.008753451420424135,7.662291176972531e-05,0.0010966558836668402,0.96,1.0,0.64
109,0.0007264771067644243,0.02556031397957586,0.0006533296507345011,7.314745602992321e-05,0.00040113306670776434,0.018677290379575866,0.0003488411759229972,5.229189078476712e-05,0.00037169212282187747,0.004168791820424132,1.737882524203515e-05,0.0003543132975798423,0.84,1.0,0.92
110,0.00023827339306797083,0.013918621620424138,0.00019372802781253827,4.454536525543256e-05,0.00022149077426861802,0.012523847820424129,0.00015684676422914222,6.46440100394758e-05,0.0001074484992174453,0.004352645020424128,1.894551867382296e-05,8.850298054362235e-05,1.0,1.0,1.0
111,0.001216075298585221,0.027936555020424133,0.0007804511064091848,0.0004356241921760363,0.0005219459792682176,0.01431423742042413,0.00020489739292827046,0.0003170485863399472,0.002879730515933372,0.05019616902042413,0.0025196553843269873,0.0003600751316063847,0.72,1.0,0.3
112,0.00022053264866440556,0.0031204227795758703,9.737038323296e-06,0.00021079561034110955,0.00025850605094733243,0.0004344632204241328,1.8875828990130859e-07,0.0002583172926574311,0.004342091253857771,0.06100773442042413,0.0037219436591130026,0.0006201475947447683,1.0,1.0,0.1
113,0.0010204373754100224,0.030238221379575866,0.000914350032200239,0.00010608734320978344,0.0034354708675843376,0.05414811657957586,0.0029320185291153386,0.0005034523384689991,0.0004071263929553778,0.015528728179575868,0.00024114139887515366,0.00016598499408022416,0.54,0.3,0.9
114,0.007306840347062579,0.04081986357957587,0.0016662612626551848,0.005640579084407395,0.004148568036935549,0.03430041357957587,0.0011765183717299527,0.0029720496652055964,0.004594274892914185,0.015977730579575865,0.0002552878744735137,0.004338987018440672,0.56,1.0,0.32
115,0.00428153971717117,0.055575793179575866,0.003088668787538991,0.0011928709296321785,0.0014369353198661048,0.03562942197957587,0.0012694557105986843,0.00016747960926742048,0.004420882497445666,0.055172414979575875,0.0030439953746785285,0.0013768871227671379,0.46,1.0,0.44
116,0.005216910236178216,0.06446736697957586,0.0041560414052793085,0.0010608688308989074,0.000667254811717042,0.02413900077957587,0.0005826913586363644,8.456345308067764e-05,0.0009296031617349186,0.026823297979575875,0.0007194893145011192,0.00021011384723379945,0.46,1.0,0.82
117,0.00020565761101581475,0.00515222417957587,2.6545413996606247e-05,0.0001791121970192085,0.0010919633497914695,0.028482467620424137,0.0008112509617485094,0.0002807123880429601,0.002968144790353683,0.04796039582042413,0.002300199567251756,0.0006679452231019268,1.0,1.0,0.4
118,0.0009337875448961197,0.026355740220424136,0.0006946250425664825,0.0002391625023296372,0.001631619463230462,0.03926424502042414,0.0015416809370239017,8.993852620656022e-05,0.006244202840526755,0.07608259822042412,0.005788561751970484,0.0004556410885562705,0.86,0.52,0.02
119,0.0015284358657783065,0.014255217379575864,0.00020321122253896178,0.0013252246432393449,0.0028766126248806357,0.015580139420424138,0.0002427407443598542,0.0026338718805207816,0.0032402352558162676,0.01871065942042413,0.00035008877594710624,0.0028901464798691615,1.0,0.86,0.38
120,0.006216482456516253,0.05566597762042413,0.0030987010644375596,0.0031177813920786938,0.0023282414445062257,0.007939120220424131,6.302962987434731e-05,0.0022652118146318785,0.003420219422855586,0.025729903420424135,0.0006620279300243536,0.0027581914928312325,0.66,0.76,0.42
121,0.000260358720736491,0.014383470179575869,0.00020688421440674828,5.347450632974275e-05,0.0003333991150235576,0.006957251179575863,4.8403343975709736e-05,0.0002849957710478479,0.0026727450230368856,0.04758989797957586,0.0022647983897064383,0.0004079466333304473,1.0,1.0,0.4
122,0.0011720037834772544,0.016969022420424137,0.000287947721904857,0.0008840560615723974,0.0018412421147888988,0.025230026379575863,0.0006365542311140939,0.0012046878836748048,0.000916023997152475,0.013510978579575868,0.00018254654217775794,0.0007334774549747171,0.76,0.82,0.68
123,0.006850133637428296,0.06886493702042414,0.004742379550826983,0.0021077540866013137,0.0025027226059234726,0.020954946020424137,0.0004391097627188894,0.0020636128432045832,0.005180689641851979,0.04474283202042414,0.0020019210172078916,0.0031787686246440875,0.52,0.58,0.22
124,0.0013688725102582785,0.029046502579575872,0.0008436993121053078,0.0005251731981529707,0.0003324756436633968,0.016639575779575862,0.0002768754821242477,5.560016153914913e-05,0.002247579199490987,0.03719373257957587,0.0013833737432010032,0.0008642054562899839,0.78,1.0,0.56
125,0.00010160015814302383,0.0020346441795758715,4.139776937481971e-06,9.746038120554186e-05,0.001956220985175458,0.040869953379575864,0.0016703530892487046,0.00028586789592675334,0.003346179471591608,0.052927223379575866,0.002801290974671522,0.0005448884969200861,1.0,1.0,0.22
126,0.0002511204503673427,0.0022829174204241328,5.211711948475977e-06,0.0002459087384188668,0.0002426329310344017,0.006836407820424135,4.673647188715627e-05,0.00019589645914724543,0.0034905417825297417,0.04681939062042414,0.0021920553380678598,0.001298486444461882,0.8,0.82,0.4
127,0.00921536017906702,0.08178695637957586,0.0066891062338346454,0.002526253945232375,0.0012354428624253492,0.030590561179575863,0.0009357824332813738,0.00029966042914397544,0.0017852920390683275,0.033359276979575865,0.0011128413606000603,0.0006724506784682672,0.6,1.0,0.54
128,0.00036489626640349515,0.0009644787795758653,9.302193162521506e-07,0.000363966047087243,0.00021228510203082594,0.004496755579575868,2.02208107424467e-05,0.00019206429128837925,0.002283520453260788,0.03836189837957586,0.0014716352472849052,0.0008118852059758829,1.0,1.0,0.5
129,0.0015568633542432002,0.026373833779575865,0.000695579108232697,0.0008612842460105032,0.000608603323496965,0.011049529779575872,0.00012209210834973402,0.000486511215147231,0.003149366958629096,0.05148149922042413,0.0026503447619825302,0.0004990221966465658,0.68,0.82,0.28
130,0.006225237650068546,0.04961038402042414,0.002461190202653955,0.0037640474474145906,0.003271642502569448,0.016356265979575867,0.0002675274367946309,0.003004115065774817,0.003196080970755456,0.012178806820424139,0.00014832333556920953,0.0030477576351862464,0.52,1.0,0.26
131,0.004294099688908276,0.06128844322042413,0.003756273272383152,0.0005378264165251238,9.083556036830537e-05,0.006813525420424127,4.642412865476578e-05,4.441143171353959e-05,0.004527977427474441,0.061353032420424135,0.003764194587181615,0.000763782840292826,0.92,1.0,0.16
132,0.008901287998494888,0.08802613902042414,0.007748601150843037,0.0011526868476518515,0.0007960104735199039,0.024380413820424135,0.0005944045780551282,0.00020160589546477578,0.00028689061910265086,0.00839703357957587,7.051017293652475e-05,0.0002163804461661261,0.24,1.0,0.96
133,0.0003342147071225454,0.005035186579575865,2.53531038911409e-05,0.0003088616032314045,0.0012672718396945497,0.026206482379575867,0.0006867797187110204,0.0005804921209835293,0.005060831653054918,0.049776959820424134,0.0024777457289641186,0.0025830859240907997,1.0,1.0,0.42
134,0.01829586832082097,0.12279608797957588,0.01507887922308774,0.003216989097733231,0.0044658805243250645,0.06404260217957587,0.004101454893931416,0.00036442563039364856,0.00041507017660437275,0.01608997937957587,0.00025888743643517675,0.000156182740169196,0.22,1.0,0.9
135,7.053440570839765e-05,0.007632051379575866,5.8248208260485885e-05,1.2286197447911764e-05,0.0006020988491667913,0.02327216237957587,0.0005415935418213464,6.050530734544486e-05,0.001282095775500807,0.03081533677957586,0.0009495849808386808,0.0003325107946621262,1.0,1.0,0.82
136,0.0009990420354109746,0.0066482342204241315,4.419901824961846e-05,0.0009548430171613561,0.0008668903073839023,0.010321418379575866,0.0001065316773662465,0.0007603586300176558,0.006937401443651913,0.07419437022042415,0.005504804572405361,0.0014325968712465519,0.42,0.46,0.2
137,0.004577203202639551,0.06037779177957587,0.0036454777401778195,0.0009317254624617317,2.9657477861909565e-05,0.005286873420424129,2.7951030563587127e-05,1.706447298322439e-06,0.00396467260227857,0.05777729042042413,0.003338215288326034,0.0006264573139525358,0.42,1.0,0.12
138,0.0032580508406565246,0.039018441020424136,0.0015224387396643169,0.0017356121009922077,0.001905883410803909,0.020979506020424133,0.00044013967286101244,0.0014657437379428967,0.001596440584142047,0.019589304220424132,0.0003837408398403267,0.0012126997443017203,1.0,1.0,0.68
139,0.007047638820073204,0.07250562557957586,0.005257065740685646,0.0017905730793875583,0.0008863829425034205,0.02872342857957587,0.0008250353493659958,6.134759313742471e-05,0.0002801282981074553,0.009899295220424131,9.799604586111204e-05,0.00018213225224634328,0.6,0.78,1.0
140,0.003127336340517105,0.05428582302042414,0.0029469505810048114,0.0001803857595122937,0.000701110110356836,0.022218702420424147,0.0004936707372473619,0.0002074393731094741,0.005643240697723574,0.06581371722042413,0.0043314453743699514,0.0013117953233536227,0.32,0.56,0.26
141,0.0015862155472640435,0.03286946677957587,0.0010804018463736417,0.0005058137008904018,0.0008544705511227442,0.010809646979575876,0.00011684846782305386,0.0007376220832996903,0.007243260787953041,0.05700736902042415,0.003249840122630815,0.003993420665322225,1.0,0.86,0.44
142,0.0028629539159867614,0.030228691579575872,0.0009137737946131212,0.0019491801213736403,0.0017252999996381338,0.029992187779575862,0.0008995313278053397,0.0008257686718327941,0.0056667118973492015,0.05660758117957587,0.0032044182470022725,0.002462293650346929,0.76,1.0,0.46
143,0.011239532943870296,0.08389642697957587,0.007038610459939307,0.004200922483930989,0.002363788219143638,0.030347590979575866,0.0009209762782636345,0.0014428119408800037,0.0007745026506885558,0.010434912379575865,0.00010888739636942563,0.0006656152543191301,0.34,1.0,0.96
144,0.0011349099773079127,0.007185548579575866,5.163210838944475e-05,0.0010832778689184679,0.0006420312962196984,0.010295414779575872,0.00010599556548350929,0.0005360357307361891,0.00334597156402635,0.05026413862042412,0.0025264836312532115,0.0008194879327731385,0.66,0.66,0.4
145,0.00032525758857343843,0.01616546857957587,0.00026132237439725466,6.393521417618378e-05,0.002331933801243203,0.04576199297957587,0.0020941600014627517,0.00023777379978045122,0.00619410073775895,0.07418062577957588,0.005502765241049477,0.0006913354967094734,1.0,1.0,0.08
146,0.002241643489858365,0.044867469579575874,0.0020130898264741665,0.00022855366338419853,0.0011580258835244461,0.032198079379575875,0.0010367163157334691,0.000121309567790977,0.007269331047489918,0.07562828217957587,0.005719637065433553,0.0015496939820563646,1.0,1.0,0.16
147,0.005341005407923735,0.029585171779575866,0.0008752823892270122,0.0044657230186967226,0.0026541606027723342,0.014746875579575863,0.00021747033935949094,0.0024366902634128432,0.00732327647355181,0.07453988102042414,0.0055561938625389865,0.0017670826110128234,0.7,1.0,0.22
148,0.00629998593028456,0.06322672177957588,0.003997618346991894,0.0023023675832926655,0.0027204387612193783,0.04396828097957587,0.0019332097322989333,0.000787229028920445,0.0047169043764122955,0.05570576517957587,0.0031031322742420477,0.0016137721021702478,0.52,1.0,0.44
149,0.0005051252571797472,0.01006724737957587,0.00010134946980157723,0.0004037757873781699,0.00011633356519884591,0.0028352721795758657,8.03876833227688e-06,0.00010829479686656903,0.0009557278499074761,0.008606460179575868,7.407115682262508e-05,0.000881656693084851,0.76,1.0,0.84
150,0.0005910899634239145,0.010054533820424132,0.0001010936503460527,0.0004899963130778617,0.00047171977730798534,0.00412472042042413,1.701331854666381e-05,0.00045470645876132155,0.002274819579455826,0.018397368979575866,0.00033846318537066034,0.0019363563940851657,0.98,1.0,0.38
151,0.003602289070118017,0.051284307579575875,0.0026300802039165433,0.0009722088662014738,0.0012034776143640732,0.014900450379575866,0.00022202342151420257,0.0009814541928498707,0.001184996572056136,0.0042437740204241325,1.8009617936426807e-05,0.001166986954119709,0.72,0.9,0.74
152,0.001481384136195996,0.034018844579575866,0.0011572817865293382,0.00032410234966665777,0.0006769174209025082,0.01991126037957586,0.00039645828990326744,0.0002804591309992408,0.0004118588068222651,0.009871203579575868,9.744066010943143e-05,0.0003144181467128337,1.0,1.0,0.88
153,0.00219924956840238,0.013192920420424132,0.00017405314921964404,0.002025196419182736,0.0015499769347112318,0.03257148622042413,0.0010609017146072787,0.0004890752201039531,0.002559278730272616,0.017346882420424134,0.00030091432970801984,0.0022583644005645964,0.58,1.0,0.44
154,0.0002830947533881545,0.000640917979575873,4.107758565436191e-07,0.0002826839775316109,7.027085860768413e-05,0.001438418820424134,2.069048702950357e-06,6.820180990473377e-05,0.0050049070957973,0.06152752197957585,0.0037856359609471897,0.0012192711348501103,0.88,1.0,0.3
155,0.006672275860851168,0.07729081257957587,0.005973869709211124,0.0006984061516400438,0.0010134754188564612,0.029664602579575868,0.0008799886462041792,0.00013348677265228204,0.00038964972993653515,0.013073717020424131,0.00017092207673012762,0.00021872765320640752,0.52,1.0,1.0
156,0.001454736544319499,0.036098839379575864,0.0013031262045524173,0.0001516103397670818,0.0008534357952114805,0.02446956497957586,0.0005987596102896854,0.0002546761849217951,0.0011744762383405403,0.027223239979575865,0.0007411047949855777,0.00043337144335496255,1.0,1.0,0.68
157,7.866225271442866e-05,0.0011227712204241326,1.2606152134126961e-06,7.740163750101597e-05,0.000817901533258059,0.008528372220424131,7.273313273010202e-05,0.000745168400527957,0.0003738500755638981,0.01549886917957587,0.0002402149458456068,0.0001336351297182913,1.0,0.96,0.88
158,0.001168286821860667,0.007872851979575868,6.198179829231168e-05,0.0011063050235683553,0.0008289797182924054,0.006545393820424135,4.284218026444645e-05,0.0007861375380279589,0.007462490794052332,0.08120493922042414,0.006594242153792779,0.0008682486402595531,0.6,0.78,0.08
159,0.001985568099178988,0.014302059579575864,0.00020454890821773773,0.0017810191909612503,0.00030957681139999916,0.0012511521795758667,1.5653817764574419e-06,0.00030801142962354173,0.00038838781259052554,0.00609498662042413,3.714886190314916e-05,0.0003512389506873764,0.62,1.0,0.86
160,0.00015593567649159557,0.007846736779575867,6.157127808794865e-05,9.436439840364693e-05,0.0003639187469861526,0.0004116474204241294,1.6945359874183993e-07,0.00036374929338741074,0.00019291026568787697,0.00850430997957587,7.232328822871373e-05,0.00012058697745916324,1.0,1.0,1.0
161,0.0019984377749781,0.04366009062042414,0.0019062035129836482,9.223426199445181e-05,0.0026762660229600866,0.05043412662042414,0.002543601127964975,0.00013266489499511166,0.004283658857107847,0.06339319562042414,0.004018697250969362,0.0002649616061384842,0.72,0.66,0.02
162,0.004757038760754949,0.03670835542042414,0.0013475033576721821,0.0034095354030827672,0.0048015741301973705,0.05894294982042412,0.0034742713335330355,0.001327302796664335,0.006497110422846359,0.06521817302042413,0.004253410092121978,0.0022437003307243814,0.3,1.0,0.36
163,0.0017592326752140111,0.018548437220424138,0.0003440445233200155,0.0014151881518939956,0.001095314561117615,0.01601911957957587,0.0002566121921047509,0.0008387023690128641,0.0010513437586941493,0.022394998979575875,0.0005015359792952045,0.0005498077793989448,0.8,0.9,0.68
164,0.002091710340892837,0.007400340620424135,5.476504129829947e-05,0.0020369452995945376,0.0018527165756281434,0.005770522979575872,3.32989354578132e-05,0.0018194176401703302,0.0044542329689681035,0.03556139522042414,0.001264612830023205,0.0031896201389448988,0.58,0.64,0.28
165,0.0005632541232364571,0.02158083577957588,0.00046573247294502245,9.752165029143462e-05,0.0008180468203381449,0.0002962525795758725,8.776559090535866e-08,0.0008179590547472394,0.0017458371991555773,0.025922644820424137,0.0006719835144858624,0.001073853684669715,1.0,1.0,0.72
166,0.0025331521021915893,0.048470586779575865,0.0023493977827563945,0.00018375431943519482,0.0015972906275566424,0.03515031137957588,0.0012355443900811417,0.00036174623747550066,0.0012786688885537475,0.03192556517957587,0.0010192417120353473,0.00025942717651840017,1.0,1.0,0.64
167,0.0019832552901832613,0.04028817877957587,0.0016231373493750675,0.0003601179408081938,0.0035999728919779346,0.05486766857957587,0.003010461055358177,0.0005895118366197574,0.0009316214998951153,0.027605343179575862,0.0007620549720621556,0.00016956652783295975,0.88,0.5,0.88
168,0.0010296556242798884,0.026790186779575866,0.0007177141076845615,0.0003119415165953269,1.7417882744269557e-05,0.0015258333795758678,2.328167502227914e-06,1.5089715242041643e-05,0.004244982714342469,0.05406081237957587,0.002922571435139704,0.0013224112792027654,0.8,1.0,0.42
169,0.0005590899888719194,0.02233243522042413,0.0004987376628744402,6.035232599747918e-05,0.0005542861953125404,0.017843708420424133,0.0003183979301931151,0.00023588826511942534,0.0005084669374253065,0.013615006579575862,0.00018536840416189402,0.00032309853326341245,1.0,0.84,1.0
170,0.0010823210103065985,0.004673469579575874,2.1841317911221094e-05,0.0010604796923953774,0.0019969467210601264,0.036923976779575866,0.0013633800612186577,0.0006335666598414687,0.001846525275786638,0.0018585740204241303,3.4542973893955155e-06,0.0018430709783972424,0.74,0.68,0.54
171,0.0002686717312462738,0.0030068122204241314,9.040919728891896e-06,0.00025963081151738195,0.0002041189020685254,0.008646532820424135,7.476252981467175e-05,0.00012935637225385368,0.002229893542651855,0.03799651937957587,0.0014437354849624847,0.0007861580576893703,0.96,1.0,0.5
172,0.005055845335608882,0.06790739077957586,0.004611413722490024,0.00044443161311885724,0.0015646750472101993,0.020288921579575868,0.0004116403388621793,0.0011530347083480198,0.0005958707706176587,0.007593112979575865,5.7655364720603466e-05,0.0005382154058970553,0.34,0.98,0.8
173,0.014671739617978964,0.11330922817957585,0.012838981190651187,0.0018327584273277776,0.007327488441404899,0.07868151677957586,0.006190781082734677,0.0011367073586702218,0.004322769628742801,0.06210381897957587,0.003856884331847928,0.0004658852968948725,0.54,1.0,0.08
174,0.004086533871700239,0.05580204577957586,0.0031138683131858797,0.0009726655585143591,0.0036849864700738344,0.05365225957957586,0.0028785649579941897,0.0008064215120796446,0.009680343844225394,0.08363364837957586,0.006994587141278532,0.0026857567029468614,0.34,1.0,0.3
175,0.002081809076488272,0.020957780820424134,0.0004392285769169377,0.0016425804995713342,0.001380087059127564,0.02489514942042413,0.0006197684646652439,0.0007603185944623201,0.005103759254770786,0.06383560102042414,0.0040749839576387755,0.0010287752971320108,0.92,1.0,0.22
176,0.00020831071409570272,0.00010887657957587227,1.1854109580141248e-08,0.0002082988599861226,3.70030779187742e-05,0.0023309805795758676,5.433470462359848e-06,3.1569607456414355e-05,0.000969126769208411,0.022378224220424136,0.0005007849192595774,0.0004683418499488336,0.88,1.0,0.74
177,0.005189080596092962,0.06548734757957585,0.0042885926930081785,0.0009004879030847833,0.0012059670807945217,0.03146081977957586,0.0009897831812029519,0.00021618389959156986,0.0004039839991442307,0.014911895620424134,0.00022236463099442445,0.00018161936814980624,0.6,0.6,1.0
178,0.003943544427344254,0.059903043379575874,0.003588374606135349,0.00035516982120890493,0.0009446394286230602,0.014399570579575874,0.00020734763287618706,0.0007372917957468731,0.0017984583700763872,0.03909925217957586,0.0015287515210020677,0.0002697068490743195,0.36,1.0,0.54
179,0.0036775342050891654,0.02907525262042413,0.0008453703149414804,0.002832163890147685,0.003897756648674539,0.02772874142042413,0.0007688831007607448,0.003128873547913794,0.004976284810619165,0.04751748382042413,0.002257911268624269,0.0027183735419948956,0.54,0.54,0.46
180,0.002872679294645266,0.009006369979575869,8.111470020900542e-05,0.0027915645944362605,0.002704641900976593,0.012046727379575866,0.0001451236405578228,0.00255951826041877,0.008914180115520623,0.05763998382042414,0.0033223677348187563,0.005591812380701867,1.0,1.0,0.28
181,0.0008944435551667016,0.005424355179575863,2.9423629114191497e-05,0.0008650199260525101,0.00036154469483503564,0.016807340820424125,0.0002824867054538951,7.905798938114054e-05,0.0021031871138615273,0.035409587820424145,0.0012538389096123299,0.0008493482042491974,0.74,1.0,0.52
182,0.0008759943811585446,0.025037810979575865,0.0006268919786489698,0.0002491024025095748,0.0008452846377341734,0.017292744979575864,0.00029903902892864623,0.0005462456088055271,0.0014690941211099467,0.03109690577957587,0.0009670175490638192,0.0005020765720461275,1.0,0.92,0.66
183,0.0006923187889632418,0.016675923379575863,0.00027808642056148487,0.0004142323684017569,0.00021628281321330823,0.011121568220424134,0.00012368927968154804,9.25935335317602e-05,8.246095124644897e-05,0.004447855179575869,1.9783415698479884e-05,6.267753554796909e-05,1.0,1.0,1.0
184,0.001262067346193304,0.03260558237957588,0.001063124002311309,0.00019894334388199496,0.0008938902788906063,0.028805333579575862,0.0008297472426306408,6.414303625996553e-05,0.003715239270236119,0.05154783257957587,0.0026571790436519835,0.0010580602265841356,0.82,1.0,0.4
185,0.0001968685910049297,0.005160513220424132,2.663089669817225e-05,0.00017023769430675746,0.001049178390590547,0.026575590579575866,0.0007062620146532415,0.00034291637593730556,0.0001904018536329587,0.003948021620424135,1.5586874715336414e-05,0.00017481497891762228,1.0,1.0,1.0
186,0.0015401368934083537,0.020368767979575864,0.00041488670900579504,0.0011252501844025587,0.00010900082213522185,0.004434834220424135,1.9667754562644945e-05,8.933306757257691e-05,0.009757892094488874,0.08273545237957586,0.006845155080453065,0.0029127370140358093,0.64,1.0,0.28
187,0.0009651644361237202,0.018611375820424134,0.0003463833099290681,0.0006187811261946521,0.0006364492690489366,0.01439376177957587,0.00020718037816717914,0.0004292688908817575,0.0005538524788657941,0.011897039020424122,0.00014153953745349416,0.00041231294141229997,0.9,0.94,0.92
188,0.005546638930679174,0.06875670237957586,0.004727484122113572,0.0008191548085656015,0.005199680325503994,0.06821401417957587,0.004653151730491378,0.0005465285950126166,0.002062129509041517,0.042298081979575866,0.0017891277391509205,0.0002730017698905965,0.72,1.0,0.44
189,0.0005005114744636704,0.02130952477957587,0.000454095846331358,4.641562813231245e-05,0.0015385824982987143,0.037093349779575874,0.0013759165978699615,0.00016266590042875281,0.0009722406756869777,0.02598005657957587,0.0006749633398779636,0.00029727733580901415,1.0,1.0,0.74
190,0.00064371352637884,0.023711816179575865,0.0005622502265339958,8.14632998448442e-05,0.00014221291107396056,0.00769379922042414,5.919454644419911e-05,8.301836462976145e-05,0.0005354708755672528,0.018693751579575865,0.00034945634811889514,0.0001860145274483577,1.0,1.0,0.94
191,0.0006640077557954189,0.021224649579575865,0.00045048574977578994,0.00021352200601962892,0.0007497401249896799,0.020807155020424132,0.00043293770004396116,0.00031680242494571873,0.002930884366950128,0.04602320462042413,0.0021181353635334288,0.0008127490034166994,1.0,0.92,0.4
192,0.0021877189215523565,0.02361850237957587,0.0005578336546540311,0.0016298852668983255,0.0024297686817502913,0.017306750979575868,0.00029952362946905023,0.002130245052281241,0.001978024875409744,0.02463821957957587,0.0006070418640513958,0.0013709830113583482,0.98,0.98,0.42
193,0.0023169280748379585,0.03867160502042414,0.0014954930348556935,0.000821435039982265,0.0007747333013727306,0.02004203722042413,0.00040168325594486617,0.0003730500454278644,0.0021494265113875875,0.03793727582042414,0.0014392368966749378,0.0007101896147126497,1.0,1.0,0.62
194,0.0012959804071625254,0.011060557020424135,0.00012233592160205362,0.0011736444855604718,0.002196874298150109,0.01604932722042414,0.0002575809042282472,0.0019392933939218616,0.002574618767219511,0.02454262342042413,0.000602340364356751,0.0019722784028627597,0.88,0.88,0.4
195,0.00013218555260778947,0.006319708779575863,3.9938719058648246e-05,9.224683354914122e-05,6.674404930628782e-05,0.0009514002204241334,9.051623794230896e-07,6.583888692686473e-05,0.0014736481707101922,0.03365571202042413,0.0011327069516017215,0.0003409412191084707,0.9,1.0,0.64
196,0.00436598549482733,0.04818393702042414,0.0023216917867881996,0.0020442937080391308,0.002133644548596778,0.009707799620424135,9.424137347030699e-05,0.002039403175126471,0.004100261267910847,0.04183651062042412,0.0017502936208928603,0.0023499676470179866,0.56,0.62,0.5
197,0.0005595284119967665,0.020688990620424133,0.00042803433289199776,0.0001314940791047687,0.0003698305498343956,0.010134122820424134,0.0001027004453394412,0.0002671301044949544,0.00021578827065308646,0.010217963179575866,0.00010440677153916816,0.00011138149911391831,1.0,1.0,0.98
198,0.0017651135849815417,0.012299669620424137,0.00015128187277158443,0.0016138317122099573,0.0022192107247835,0.016001619420424128,0.0002560518240760946,0.0019631589007074054,0.0010341901012580234,0.0030941541795758663,9.573790086986803e-06,0.0010246163111710365,0.82,0.82,0.62
199,0.0010632554145068225,0.00616277437957586,3.7979788053556625e-05,0.0010252756264532658,0.002519861653456156,0.035187313779575874,0.0012381470510223302,0.0012817146024338257,0.0016058130527716015,0.006380343179575865,4.0708779089160255e-05,0.0015651042736824412,0.86,0.98,0.52
200,0.0012350837961086765,0.020161926820424135,0.0004065032931121381,0.0008285805029965384,0.0015204253928513746,0.021040566820424128,0.0004427054521247327,0.001077719940726642,0.0030405336287156305,0.04197182762042413,0.001761634313798598,0.0012788993149170326,0.96,0.86,0.48
201,0.0008720755191893977,0.024891765379575867,0.0006195999837118518,0.00025247553547754593,0.0007042441519209254,0.014327692179575868,0.00020528276319267948,0.0004989613887282459,0.0018928419646936064,0.029096411020424134,0.0008466011342694589,0.0010462408304241473,1.0,1.0,0.62
202,0.0011709337047148304,0.03220966717957587,0.0010374626598190471,0.0001334710448957833,0.0004229736627806469,0.017669825779575866,0.00031222274308056384,0.00011075091970008308,0.00016303924228376943,0.006835008979575869,4.6717347750882764e-05,0.00011632189453288666,1.0,1.0,0.9
203,0.004324838352675848,0.06134324177957586,0.0037629933120275016,0.0005618450406483463,0.001016336252965872,0.012490131979575865,0.0001560033968672237,0.0008603328560986484,0.0024448276855519023,0.018826273620424137,0.0003544285784310777,0.0020903991071208245,1.0,1.0,0.32
204,0.0006687286167290021,0.022446835379575866,0.0005038604185577788,0.00016486819817122334,0.0009980767691619725,0.027522388779575867,0.0007574818841341236,0.00024059488502784887,0.009512448939928414,0.09027966017957587,0.008150417042139696,0.001362031897788718,1.0,1.0,0.04
205,0.005394914720978828,0.06669966502042414,0.0044488453138367915,0.0009460694071420361,0.002062550467811662,0.03758505082042413,0.0014126360451738647,0.0006499144226377973,0.006661793773590418,0.07696180122042412,0.005923118847092076,0.0007386749264983424,0.34,0.52,0.02
206,0.00030282347079717433,0.004149988620424137,1.722240554964983e-05,0.0002856010652475245,0.00027242320115566926,0.0006863966204241351,4.711403205296741e-07,0.0002719520608351396,0.002089296454229356,0.04035179962042413,0.001628267732606861,0.0004610287216224951,1.0,1.0,0.58
