rep,seed,true_ate,model_ate_std,model_se_std,model_cover_std,model_meanIF_std,model_varIF_std,model_ate_post_last,model_se_post_last,model_cover_post_last,model_meanIF_post_last,model_varIF_post_last,model_ate_post_full,model_se_post_full,model_cover_post_full,model_meanIF_post_full,model_varIF_post_full,model_ate_ttr_last,model_se_ttr_last,model_cover_ttr_last,model_meanIF_ttr_last,model_varIF_ttr_last,model_ate_ttr_full,model_se_ttr_full,model_cover_ttr_full,model_meanIF_ttr_full,model_varIF_ttr_full,model_ate_combined_last,model_se_combined_last,model_cover_combined_last,model_meanIF_combined_last,model_varIF_combined_last,model_ate_combined_full,model_se_combined_full,model_cover_combined_full,model_meanIF_combined_full,model_varIF_combined_full,model_ate_tmle_loss,model_se_tmle_loss,model_cover_tmle_loss,model_meanIF_tmle_loss,model_varIF_tmle_loss,model_ate_tmle_update,model_se_tmle_update,model_cover_tmle_update,model_meanIF_tmle_update,model_varIF_tmle_update,final_epsilon,model_ate_tmle,model_se_tmle,model_cover_tmle,model_meanIF_tmle,model_varIF_tmle,dr_ate_std,dr_se_std,dr_cover_std,dr_meanIF_std,dr_varIF_std,train_size,val_size,target_size
10,2010,3.83733500266964,3.9602864,0.1231578742523423,True,-0.1105545215439262,11.330392906795751,3.8471787,0.1253562179313721,True,-0.0008630999801785,11.738493486421072,3.847013,0.1254390401664913,True,-0.0002836867014171,11.754009740024305,3.973729,0.1193517031711505,True,-0.1017486364415969,10.640887300241262,3.8807456,0.114422013657767,True,-0.0330012319340236,9.780020715495182,3.8679295,0.1137522792233278,True,-0.0087780648667666,9.665867028290958,3.8551226,0.1153305817311882,True,0.0001650820234976,9.935953882593358,3.8988316,0.1177572619130677,True,-0.0489893584039441,10.358479231747332,3.7919352,0.1161914132273286,True,-0.0013211225157647,10.084832047299598,-0.031298030167818,3.8414060893608273,0.1256066191463852,True,1.3407922399891196e-10,11.785436011718645,3.8497318573165473,0.1231578742523423,True,1.0225347268301307e-16,11.330392906795751,597,149,747
11,2011,4.195788134714146,4.1935077,0.1941092270359283,True,-0.1250936662874258,28.14575883930272,4.062713,0.1943446199982553,True,-0.002507708752083,28.2140639977329,4.0641766,0.1939456529597006,True,0.0008181071605094,28.09834247756758,4.155167,0.1947878786727702,True,-0.0285904591785003,28.342911305344888,4.357671,0.1835281833449558,True,-0.1074152034323174,25.16089777917909,4.066346,0.1934843510375828,True,-0.0125969387875723,27.964836990036623,4.1576767,0.1858177502325724,True,-0.0005754245112155,25.792592517216537,4.133511,0.180973883399343,True,-0.0264791468176775,24.465405215061345,4.0891113,0.1906822470233132,True,0.0067115094423098,27.160710339405316,-0.0077749537304043,4.051777309550851,0.1943191956504487,True,-6.631599413592377e-10,28.20668249928332,4.068414005068775,0.1941092270359283,True,0.0,28.14575883930272,597,149,747
12,2012,12.653137752471874,10.346794,1.3102683729276825,True,-0.1713501537482289,1282.4519971936331,10.694551,1.3087856833685316,True,-0.000532296806013,1279.5512138478543,10.325022,1.310412535929095,True,-0.1465177051694487,1282.7342176971308,11.449874,1.2998464498906748,True,-0.3944984993121093,1262.1317925901626,12.526549,1.3053057677384776,True,-0.2069285219310077,1272.7558910266284,11.42759,1.279290313441369,True,0.0003589667635609,1222.5280284304915,12.371139,1.284029332838729,True,-0.0006437905232187,1231.6023017099333,12.68096,2.80696683306238,True,-2.9843165441587445,5885.6599130284485,10.270269,1.7693943835398929,True,1.2347615633700797,2338.6750939233807,-0.2943047881126404,10.194324432313662,1.31165265669494,True,-3.280922997213958e-11,1285.1632207857258,10.17544397466974,1.3102683729276825,True,1.5219121515611248e-16,1282.4519971936331,597,149,747
13,2013,3.844051525532877,3.8226755,0.0934775095305707,True,-0.0649362436896283,6.527319456664339,3.7386777,0.0936876134408149,True,0.0086238020510581,6.556694577439975,3.7489364,0.0936505291265345,True,-0.0003895841758293,6.551504939442877,3.8209288,0.1048937566022129,True,-0.0669653693926995,8.219017030070846,3.8393888,0.0930086295276693,True,-0.0834435266305974,6.462002059461591,3.7601252,0.1020539735110381,True,0.0008633326943994,7.780015091515589,3.76628,0.1071117553083925,True,0.0005277204050296,8.57027730955798,3.6978016,0.1015959059014385,True,0.0477544769039488,7.71033088766266,3.7555528,0.1093296799891705,True,0.0026951988986,8.928875258121218,-0.0136143593117594,3.74758952860446,0.0937256344150179,True,1.340324822719571e-10,6.562017426233698,3.757739222847848,0.0934775095305707,True,-4.755975473628515e-16,6.527319456664339,597,149,747
14,2014,3.9291475835963903,3.9962997,0.1181908330634479,True,0.1047601000307195,10.434897546113174,4.1174326,0.1184745151916492,True,0.0062171957865484,10.48504943017255,4.1321335,0.1183989520004837,True,0.0009034791157409,10.471678940605193,4.3606086,0.1232396463416659,False,-0.2175850204073199,11.34544379152292,3.890663,0.1198924519740575,True,0.1138250815867846,10.737527430142713,4.0526757,0.1222804296948004,True,0.0045337840202729,11.16952010429975,4.1361613,0.1141587255800708,True,-0.0002220378603981,9.73506432567124,3.9535558,0.1196018675736252,True,0.1042280946549167,10.685541225142952,4.0831547,0.1291861773763724,True,-0.0030058636686168,12.466734113564316,-0.0007969259750097,4.133171104760135,0.1185626120017599,True,4.958493232252696e-11,10.50064844461586,4.101059843683062,0.1181908330634479,True,9.559510701993316e-16,10.434897546113174,597,149,747
15,2015,4.564828152287913,4.590058,0.098155493479074,True,-0.1072283012907298,7.196972172390054,4.457919,0.0999488834106929,True,0.0169604594581142,7.462365133398088,4.4659433,0.0985871166474245,True,0.0177993214077289,7.260406417933118,4.739461,0.1071285549394242,True,-0.2783532318053964,8.572965880706697,4.469741,0.1048119844867068,True,-0.0459070081684638,8.206207412755132,4.4970717,0.096233719548803,True,0.0108238851350744,6.917913797313663,4.4857883,0.1076730737507377,True,-0.0002418836442571,8.66033763576607,4.6227927,0.0970876385701004,True,-0.1439340134407412,7.041229143649481,4.477662,0.1024795369942652,True,0.0043078153312772,7.845035460411559,-0.0070209964178502,4.4704134615467375,0.0998878160293988,True,1.2042409550585248e-10,7.453249115968898,4.482829548593303,0.098155493479074,True,3.2340633220673897e-16,7.196972172390054,597,149,747
16,2016,3.679115521915634,3.9344604,0.1895591928571121,True,-0.2881926633357488,26.84171763468994,3.6042244,0.1920162813836111,True,-0.0003414910102258,27.542078480343424,3.617041,0.1910112291383468,True,0.0003265034106889,27.254511373735703,3.8539262,0.1920715464563343,True,-0.0845952228981113,27.557934781721475,3.760136,0.1890816511583052,True,0.0093867833620171,26.70664749114901,3.7789044,0.1849886087570919,True,-0.0008889550143493,25.56292667130368,3.712635,0.1818386345163501,True,0.0003834065957923,24.699770885069764,3.764702,0.1849889844941634,True,-0.0109601731980336,25.563030514983847,3.7231216,0.1872752298558959,True,-0.0083838070007813,26.19879275303126,-0.0214972961694002,3.603927095729416,0.1920193899173103,True,7.966130649669241e-10,27.5429702398494,3.646267738199285,0.1895591928571121,True,2.2353084726054024e-16,26.84171763468994,597,149,747
17,2017,3.712563712128196,3.659064,0.1588632852261417,True,-0.074428137872555,18.85244491445333,3.5608227,0.1593791511064058,True,0.0166659584806406,18.975080214126702,3.628114,0.1582798566357242,True,0.0158047437851793,18.714227223419197,3.6300628,0.1419227295850362,True,-0.0772016146101612,15.046119696131884,3.747993,0.1463476289021947,True,-0.2124771218953023,15.998968478514982,3.5728474,0.1443210282267612,True,0.0106622742394725,15.558933713756929,3.5220132,0.1425268660755632,True,0.0003150037889647,15.174488942331196,3.722255,0.1535266738310387,True,-0.2104135563135181,17.607118364483746,3.4988515,0.1541344250366163,True,-0.001856905654357,17.746793473082118,0.0096374237909913,3.572216847901839,0.1593135237692386,True,7.568408253227411e-11,18.959456745261523,3.5846359166165804,0.1588632852261417,True,2.6633462652319687e-16,18.85244491445333,597,149,747
18,2018,3.9397986584437,3.6694672,0.1590822665427009,True,0.1561883689090116,18.90445414368712,3.8371663,0.1588119129592934,True,-0.001855322354351,18.840254102249276,3.8391483,0.1588774841957199,True,0.0001040697703097,18.85581507331785,3.4691358,0.1540695560345301,False,0.3206638380273646,17.731858788217888,3.5815718,0.1545852629278397,False,0.2878609119374452,17.850762825308593,3.787238,0.1484510687408634,True,-0.0002685466998379,16.462176698297505,3.787114,0.1780519008089773,True,-0.0008899951646647,23.681752098122367,3.8050566,0.1610159299738129,True,0.1071237656542748,19.36681888988289,3.8099306,0.1592493128112134,True,-0.0036726522103204,18.944176692240255,-0.0016501148929819,3.8398537817027902,0.1588204031861842,True,2.615270962754342e-10,18.842268589761932,3.8256555796786658,0.1590822665427009,True,-4.1614785394249514e-16,18.90445414368712,597,149,747
19,2019,4.18333182035739,4.385511,0.1095391544667233,True,-0.3123716329289862,8.96312329187966,4.0717425,0.1032574825521966,True,0.0084470433696828,7.964594454153847,4.080834,0.10370182489475,True,0.0003622530251714,8.033289159416544,4.1503606,0.0918792568202044,True,-0.0874402371462109,6.306022981873316,4.21636,0.0966757970937266,True,-0.1914106990946066,6.9816186785494345,4.071021,0.1101957149677318,True,-0.0007770208572254,9.070892411145447,4.0741715,0.1011229931784046,True,-0.004495166271037,7.638717232771669,4.2023964,0.1112551464153138,True,-0.1658343972016508,9.246147580108012,4.0545063,0.0908256808482185,True,-0.0012213036100524,6.162230313252209,-0.0172370802611112,4.090988720422395,0.1039894176038424,True,-1.240466364165568e-11,8.077907833268997,4.073139288549285,0.1095391544667233,True,5.707170568354218e-17,8.96312329187966,597,149,747
20,2020,3.117840747442596,2.211625,0.3558112019436276,False,0.716722392727338,94.57140373714104,2.9093192,0.3684388750635101,True,0.0006023081646046,101.40316187957444,2.8636286,0.35891591019584,True,-0.0003347414155572,96.22901105200609,3.2620554,0.3471683941399177,True,-0.3258619112633172,90.03284273559785,2.775423,0.3493265422626445,True,0.2146541628350489,91.1556877474938,2.9274108,0.3510089895536898,True,0.0003783450194144,92.03586112838424,3.0513551,0.3530905244978283,True,0.0005049026127335,93.1306701121432,2.9377782,0.358706961172562,True,0.0440176687598024,96.11700094325948,2.9276664,0.3516210173576476,True,-0.013120189537944,92.35709286617748,-0.0235794428735971,2.9621767636404113,0.3715640546100445,True,3.874219466136272e-09,103.13070546865733,2.928347491909467,0.3558112019436276,True,3.0438243031222497e-16,94.57140373714104,597,149,747
21,2021,4.082295575924317,3.8115773,0.1074376650597798,False,0.1982136400439355,8.62251034950259,4.0371766,0.1079590019948708,True,0.0002534933538632,8.706394145461202,4.0445867,0.1081438926907241,True,-0.0009551450521233,8.736240840148234,3.854948,0.1021543621892824,False,0.1175154653958299,7.795328744581429,3.9156895,0.1137298089032722,True,0.0907799189604004,9.662048666581583,4.014766,0.1130611681444331,True,-0.0151585734349155,9.548772323411283,4.054921,0.1048392926579402,True,0.0002219032945595,8.21048413190788,3.9977105,0.1236371536313103,True,-0.0194796524769194,11.41875088126502,3.9963758,0.1298748070983214,True,-0.0015783299797704,12.599996742563176,0.0040912986733019,4.039615510441487,0.1079880944236116,True,2.569605893527241e-10,8.711087117320426,4.009790960142813,0.1074376650597798,True,-5.136453511518796e-16,8.62251034950259,597,149,747
22,2022,4.299747980411879,3.9592805,0.1422190455525195,False,0.2180935099548312,15.1090139176486,4.204311,0.1492545636630773,True,-0.0001606140548057,16.64086280636894,4.1937537,0.1482850537767126,True,0.0118589949524549,16.425377508651238,3.9421978,0.1437172197408945,False,0.2483396049109088,15.429015519789273,4.2058196,0.1624002281505291,True,-0.03589999655541,19.7012540751979,4.2602973,0.1498561368240276,True,-0.0006980383729615,16.77527572263481,4.220012,0.1471302672467904,True,-0.0005019705017858,16.170544708463655,4.201779,0.1366438801303435,True,0.0301440911133162,13.947647832875544,4.237054,0.1512676684758281,True,-0.0026624190424868,17.09278492200646,-0.0077710812911391,4.213638948491508,0.150513269538744,True,-4.5201559467001943e-10,16.92272049751024,4.177374000830076,0.1422190455525195,True,-4.946214492573656e-16,15.109013917648602,597,149,747
23,2023,3.793696935914972,3.831266,0.2430981930158709,True,-0.1329599703413187,44.145258391343475,3.698756,0.2430091317891098,True,-0.0079932562770165,44.11291828527402,3.66503,0.2424770761924006,True,-0.0046800765866577,43.91996396167501,4.1019135,0.2617766097424838,True,-0.3546966203436359,51.189664075976715,3.912744,0.2479412264073315,True,-0.2490789603150619,45.92171425902163,3.6160612,0.241190484890261,True,-0.0003397050975206,43.45511895119464,3.6192079,0.2391827328579099,True,-0.0004364134893404,42.73465963394158,3.912676,0.243474099642905,True,-0.2395986448047322,44.281888986101656,3.5932221,0.2408368162611817,True,0.0003176720359278,43.32777193391621,-0.050668716430664,3.691201464820809,0.2429889594422498,True,5.509722251547133e-10,44.10559490488801,3.698305956019766,0.2430981930158709,True,-7.609560757805624e-16,44.145258391343475,597,149,747
24,2024,4.603838186752529,4.523341,0.1352729887081049,True,0.1880042586048492,13.669189761095245,4.7429867,0.13752879917709,True,0.0092304050143452,14.128885440509992,4.799098,0.1369633729251155,True,0.0102186689310058,14.012947245699127,4.5125866,0.1346042752892817,True,0.0963691729615918,13.534378261836103,4.5823426,0.1517175435058962,True,0.0856885056963718,17.19460511657525,4.701538,0.1334933773254936,True,0.0008697283059596,13.311899896955676,4.5940185,0.1386315219460166,True,-0.0004054756052359,14.356368061170471,4.6298056,0.147823996216255,True,0.0376968901624892,16.32339459143551,4.642222,0.1389378023069613,True,0.0040459221735664,14.419873543686531,-0.0090763559564948,4.7656093101425245,0.1377789567992899,True,-3.103181920857437e-10,14.18033157971534,4.711345437498892,0.1352729887081049,True,2.7584657747045387e-16,13.669189761095245,597,149,747
25,2025,4.404848767956145,4.28965,0.6222552567741545,True,-0.1797702545963752,289.23959862355247,4.1076736,0.6219167286792577,True,-0.0001908355389742,288.92497180609877,4.1338067,0.6221397280289631,True,0.0005687020383574,289.13220737038824,4.537703,0.6166276118150477,True,-0.3519812995128616,284.0315199045886,4.5542417,0.6191525341900892,True,-0.1888691783970117,286.3623458637251,4.2883534,0.611992420151767,True,-0.0004830801480827,279.777437575443,4.4112988,0.6181130563275069,True,-5.755454354685854e-06,285.4016215506912,4.3866267,0.6175856709294865,True,-0.0850614570572411,284.9148095202557,4.3083296,0.6154469074635172,True,0.0004040573162274,282.94484724208604,0.0245330370962619,4.108801273299947,0.6219741902132496,True,1.0959761196158644e-10,288.9783642886964,4.109879708782531,0.6222552567741545,True,5.326692530463937e-16,289.23959862355247,597,149,747
26,2026,3.849738312421206,3.8566384,0.1096483842082536,True,-0.084916525686904,8.981007815132164,3.7613628,0.1097707486442177,True,0.0019219470801413,9.00106409166028,3.7630458,0.1097750815147516,True,8.413378682991678e-05,9.00177468561307,3.854382,0.1136240968236342,True,-0.0818585787689861,9.644095228103003,3.9053862,0.1123755423863856,True,-0.1650108073969864,9.433312107395867,3.7345483,0.1155904618216049,True,0.0037113709144763,9.980782683506543,3.696827,0.1182589833575796,True,-0.0004241893502048,10.446934797141925,3.8551824,0.118975140989104,True,-0.1413651534568624,10.573847877512751,3.7033622,0.1107435350588729,True,0.0009308199528243,9.16130552632986,-0.0390536151826381,3.762747714380558,0.1098047689232507,True,-1.9927999515319515e-10,9.006644196881505,3.771721905862168,0.1096483842082536,True,-7.609560757805624e-17,8.981007815132163,597,149,747
27,2027,10.4185468353037,9.061188,1.5811708719707132,True,0.5704041046692309,1867.5756907973632,9.823644,1.5841376369568416,True,0.0001036114240114,1874.590563458935,9.405316,1.5817359918871488,True,0.3082455459846586,1868.910894779323,4.5156713,1.5744766377835997,False,4.2325366340535595,1851.7955821459816,9.835752,1.5843169154274326,True,0.3237638218417491,1875.0148861165924,9.343814,1.5954129199744975,True,0.0004219191356973,1901.3707617605,9.679959,1.5799099922550603,True,0.7763693937801172,1864.5983409696564,10.780831,2.3145437919339096,True,-0.3575990487594686,4001.7633846905105,9.079761,3.667316377546902,True,2.05280849320247,10046.559431528733,-0.0678514242172241,9.825265836906077,1.582599040691251,True,1.8539370722821543e-10,1870.95093352686,9.631591848809856,1.581170871970713,True,1.2175297212489e-15,1867.5756907973628,597,149,747
28,2028,3.7442785422431486,3.7321348,0.1424241825869657,True,0.0705242140025498,15.152631895817324,3.811816,0.1429229475853302,True,0.00044265603085,15.258945803019852,3.8114104,0.1429658973859791,True,0.0001175454429473,15.268118118087608,3.4343913,0.1406090499317327,False,0.3388848066642096,14.768865977260274,3.694435,0.1446089142520635,True,0.1066593972908827,15.621068346627023,3.7945294,0.1421803492805103,True,-0.0002174366763886,15.100793035981358,3.88377,0.1401672333586779,True,6.397054319241971e-05,14.676199420647285,3.8467195,0.1404190078429453,True,-0.0774262716281466,14.728970829407071,3.7825677,0.1512808490743525,True,-0.0020014962651807,17.09576378660279,0.0012123644119128,3.817277951371977,0.1430103301420089,True,-8.596008807333277e-11,15.27761003191281,3.802659033033311,0.1424241825869657,True,1.9975096989239764e-16,15.152631895817324,597,149,747
29,2029,4.334796904184082,4.0996447,0.1301444503718299,True,0.1475852581595172,12.652370738051518,4.3015227,0.1309604690243855,True,-0.0174210492496971,12.811531401974024,4.2775626,0.1307487885730827,True,0.0007130486942572,12.770148547856536,4.1565166,0.1264708684343088,True,0.0930249495068743,11.948175780208606,4.2842517,0.1336594742103522,True,-0.0367261634137295,13.345046719502298,4.2914243,0.1423079969970234,True,-0.0004381463076913,15.127919808950718,4.2305655,0.138678476611033,True,0.0009047608841757,14.366094746742167,4.287993,0.1332860808313017,True,-0.0426867983666136,13.270588969496124,4.2613206,0.1403069849265427,True,0.0033712541747894,14.705479364325296,0.0074118748307228,4.284005650691828,0.1310059710343913,True,-3.6802783578346556e-10,12.820435641657836,4.247229919109224,0.1301444503718299,True,1.236553623143414e-16,12.652370738051518,597,149,747
30,2030,4.358181400391967,4.1620183,0.1372410743764843,True,0.064963916283695,14.069829034520744,4.230202,0.1368962905120906,True,0.0006983985462614,13.99922398391012,4.2282443,0.1368974704003285,True,0.0027184722689121,13.999465299300596,4.054185,0.1344838535920891,False,0.1519440181832528,13.510172437102904,4.140244,0.1348783975706791,True,0.0035467878020638,13.589560052031931,4.1857743,0.1352758502921143,True,0.0001077155409669,13.669768087174138,4.155704,0.1384693104856496,True,0.0017892475621425,14.322791209939322,4.2542324,0.1394113936923611,True,-0.0710492603711044,14.518345908361146,4.172621,0.1324359370367489,True,0.0075405094366051,13.101840231844893,0.0129064042121171,4.232974780170244,0.136863351976612,True,-9.049699618268276e-11,13.992488104362671,4.226982215386477,0.1372410743764843,True,1.2175297212489e-15,14.069829034520744,597,149,747
